name ID ob__vs_WT__p.val ob__vs_WT__p.adj significant ob__vs_WT__significant ob__vs_WT__ratio ob__centered WT__centered
952 Fgg ENSMUSP00000037018 0.444076270301953 0.923 FALSE FALSE -0.131 -0.0655 0.0655
953 Fggy ENSMUSP00000043460 0.74295380696867 0.933 FALSE FALSE 0.0433 0.0217 -0.0217
954 Fh1 ENSMUSP00000027810 0.0577037765591323 0.874 FALSE FALSE -0.177 -0.0886 0.0886
955 Fhl1 ENSMUSP00000110420 0.181449229153502 0.904 FALSE FALSE 1.62 0.808 -0.808
956 Fip1l1 ENSMUSP00000109163 0.100474887548692 0.89 FALSE FALSE -0.586 -0.293 0.293
957 Fis1 ENSMUSP00000106723 0.281263668204668 0.914 FALSE FALSE 0.107 0.0536 -0.0536
958 Fkbp15 ENSMUSP00000081575 0.870969904093281 0.936 FALSE FALSE 0.0308 0.0154 -0.0154
959 Fkbp1a ENSMUSP00000037206 0.0184289894911036 0.831 FALSE FALSE 0.39 0.195 -0.195
960 Fkbp2 ENSMUSP00000136438 0.22501658396965 0.909 FALSE FALSE 0.211 0.106 -0.106
961 Fkbp3 ENSMUSP00000021332 0.412353402079907 0.922 FALSE FALSE 0.0687 0.0344 -0.0344
962 Fkbp4 ENSMUSP00000032508 0.00830532023890873 0.791 FALSE FALSE -0.545 -0.273 0.273
963 Fkbp5 ENSMUSP00000156418 0.143119702268285 0.899 FALSE FALSE -0.201 -0.101 0.101
964 Fkbp8 ENSMUSP00000112527 0.00623819268842799 0.773 FALSE FALSE 0.379 0.19 -0.19
965 Flad1 ENSMUSP00000122252 0.211095898220925 0.908 FALSE FALSE -0.856 -0.428 0.428
966 Flii ENSMUSP00000002889 0.750894211572363 0.934 FALSE FALSE 0.0783 0.0392 -0.0392
967 Flna ENSMUSP00000121082 0.0489070162364392 0.869 FALSE FALSE 0.492 0.246 -0.246
968 Flnb ENSMUSP00000052020 0.000298462792230691 0.453 FALSE FALSE 0.702 0.351 -0.351
969 Flnc ENSMUSP00000099139 0.89804741163065 0.937 FALSE FALSE 0.0562 0.0281 -0.0281
970 Flot1 ENSMUSP00000134699 0.0064323962986121 0.775 FALSE FALSE -0.548 -0.274 0.274
971 Flot2 ENSMUSP00000098347 0.0845424297867473 0.885 FALSE FALSE -0.819 -0.41 0.41
972 Fmo1 ENSMUSP00000037259 0.345429365956361 0.918 FALSE FALSE 0.12 0.0601 -0.0601
973 Fmo2 ENSMUSP00000107135 0.243906976138634 0.911 FALSE FALSE -1.1 -0.549 0.549
974 Fmo5 ENSMUSP00000102665 0.00331130831136779 0.728 FALSE FALSE 0.561 0.28 -0.28
975 Fn1 ENSMUSP00000139702 0.00494538611162971 0.758 FALSE FALSE 0.58 0.29 -0.29
976 Fnta ENSMUSP00000016138 0.276493613503176 0.914 FALSE FALSE 0.547 0.273 -0.273
977 Ftcd ENSMUSP00000001183 0.157600427856205 0.901 FALSE FALSE 0.181 0.0904 -0.0904
978 Fth1 ENSMUSP00000158539 0.000468218591860128 0.517 FALSE FALSE 0.728 0.364 -0.364
979 Ftl1-ps1 ENSMUSP00000152609 0.100725771427287 0.89 FALSE FALSE 0.787 0.393 -0.393
980 Fubp1 ENSMUSP00000143370 0.0174000634409068 0.829 FALSE FALSE -0.515 -0.258 0.258
981 Fundc1 ENSMUSP00000135026 0.0134949785014472 0.817 FALSE FALSE 1.09 0.546 -0.546
982 Fundc2 ENSMUSP00000033541 0.136371701714583 0.898 FALSE FALSE 0.946 0.473 -0.473
983 Fus ENSMUSP00000076801 0.260775076975044 0.912 FALSE FALSE -0.148 -0.0741 0.0741
984 Fxn ENSMUSP00000080081 0.73170690340643 0.933 FALSE FALSE -0.0452 -0.0226 0.0226
985 Fxr1 ENSMUSP00000142441 0.836577893300946 0.936 FALSE FALSE 0.163 0.0815 -0.0815
986 G3bp1 ENSMUSP00000018727 0.388536549518233 0.921 FALSE FALSE 0.116 0.0579 -0.0579
987 G3bp2 ENSMUSP00000132469 0.101895515327376 0.89 FALSE FALSE 0.278 0.139 -0.139
988 Gabarapl1 ENSMUSP00000145175 0.795995237803629 0.935 FALSE FALSE 0.0486 0.0243 -0.0243
989 Galk1 ENSMUSP00000021114 0.453264822711607 0.924 FALSE FALSE 0.15 0.0752 -0.0752
990 Galk2 ENSMUSP00000028636 0.00755342175364983 0.785 FALSE FALSE 0.659 0.33 -0.33
991 Galm ENSMUSP00000040580 0.0452860773082132 0.866 FALSE FALSE 0.219 0.109 -0.109
992 Galt ENSMUSP00000103673 0.0213561997763142 0.838 FALSE FALSE -0.523 -0.262 0.262
993 Gamt ENSMUSP00000101002 3.6654328037125e-05 0.162 FALSE FALSE 0.794 0.397 -0.397
994 Ganab ENSMUSP00000093965 0.0316669613159462 0.853 FALSE FALSE -0.254 -0.127 0.127
995 Gapdh ENSMUSP00000113213 8.5221154010929e-06 0.06 FALSE FALSE 0.897 0.449 -0.449
996 Gapdh.1 ENSMUSP00000138403 0.0163135985650019 0.826 FALSE FALSE 1.28 0.638 -0.638
997 Gar1 ENSMUSP00000118752 0.000644136337210083 0.559 FALSE FALSE -0.732 -0.366 0.366
998 Gars ENSMUSP00000003572 0.00719983109006715 0.782 FALSE FALSE 0.641 0.32 -0.32
999 Gart ENSMUSP00000156002 0.0672797484043264 0.878 FALSE FALSE 0.452 0.226 -0.226
1000 Gatd3a ENSMUSP00000001242 0.495500868221404 0.925 FALSE FALSE 0.0931 0.0465 -0.0465
1001 Gba ENSMUSP00000142401 0.00071806371524746 0.573 FALSE FALSE -2.63 -1.32 1.32
1002 Gbe1 ENSMUSP00000127642 4.66583576192222e-05 0.185 FALSE FALSE 1.4 0.702 -0.702
1003 Gbf1 ENSMUSP00000026254 0.0877912427979569 0.886 FALSE FALSE 0.232 0.116 -0.116
1004 Gbp2 ENSMUSP00000132435 0.202303733234423 0.907 FALSE FALSE 1.08 0.54 -0.54
1005 Gbp9 ENSMUSP00000098521 0.0318548566407735 0.854 FALSE FALSE 2.04 1.02 -1.02
1006 Gc ENSMUSP00000046636 0.123087058216375 0.895 FALSE FALSE 0.224 0.112 -0.112
1007 Gcat ENSMUSP00000006544 0.0380804262467845 0.86 FALSE FALSE -0.608 -0.304 0.304
1008 Gcdh ENSMUSP00000105367 0.399037433785274 0.921 FALSE FALSE 0.136 0.068 -0.068
1009 Gch1 ENSMUSP00000087405 0.000310182167378549 0.459 FALSE FALSE -0.787 -0.394 0.394
1010 Gchfr ENSMUSP00000060835 0.28114415381423 0.914 FALSE FALSE 0.24 0.12 -0.12
1011 Gck ENSMUSP00000105448 8.8641710139194e-06 0.0619 FALSE FALSE 1.34 0.669 -0.669
1012 Gckr ENSMUSP00000144202 7.6307417648222e-05 0.25 FALSE FALSE 0.496 0.248 -0.248
1013 Gclc ENSMUSP00000034905 4.8972038607357e-05 0.191 FALSE FALSE 0.636 0.318 -0.318
1014 Gclm ENSMUSP00000136987 0.142857766078457 0.899 FALSE FALSE -0.209 -0.104 0.104
1015 Gcn1l1 ENSMUSP00000069432 0.240089220206127 0.911 FALSE FALSE 0.142 0.0712 -0.0712
1016 Gcsh ENSMUSP00000037131 0.23546794903221 0.91 FALSE FALSE 0.305 0.153 -0.153
1017 Gda ENSMUSP00000084882 0.0252552940837195 0.845 FALSE FALSE 0.88 0.44 -0.44
1018 Gdi1 ENSMUSP00000015435 0.0924436397002114 0.888 FALSE FALSE 0.484 0.242 -0.242
1019 Gdi2 ENSMUSP00000152454 0.000586749090444943 0.547 FALSE FALSE 0.39 0.195 -0.195
1020 Gfm1 ENSMUSP00000076503 0.828720709790477 0.935 FALSE FALSE 0.0246 0.0123 -0.0123
1021 Gfm2 ENSMUSP00000124253 0.380491714918845 0.92 FALSE FALSE 0.482 0.241 -0.241
1022 Ggct ENSMUSP00000120154 0.0495445950412356 0.869 FALSE FALSE 1.16 0.582 -0.582
1023 Ggcx ENSMUSP00000141277 0.374053968036777 0.92 FALSE FALSE 0.203 0.101 -0.101
1024 Ghitm ENSMUSP00000153458 0.0245701286963571 0.844 FALSE FALSE 1.17 0.583 -0.583
1025 Gimap4 ENSMUSP00000112530 0.000105347974320756 0.297 FALSE FALSE -0.773 -0.387 0.387
1026 Gjb1 ENSMUSP00000113904 0.0142684088041398 0.819 FALSE FALSE 0.385 0.192 -0.192
1027 Gk ENSMUSP00000026039 0.00086477285691951 0.596 FALSE FALSE 1.06 0.53 -0.53
1028 Glb1 ENSMUSP00000055803 0.00122980280233434 0.636 FALSE FALSE -2.88 -1.44 1.44
1029 Gldc ENSMUSP00000025778 0.455533717266014 0.924 FALSE FALSE -0.177 -0.0884 0.0884
1030 Glo1 ENSMUSP00000158296 0.00354674209287991 0.733 FALSE FALSE -0.415 -0.207 0.207
1031 Glod4 ENSMUSP00000131788 0.0212345160964613 0.837 FALSE FALSE 0.326 0.163 -0.163
1032 Glrx ENSMUSP00000152802 0.143427399135764 0.899 FALSE FALSE 0.218 0.109 -0.109
1033 Glrx3 ENSMUSP00000066621 0.000326658468806867 0.466 FALSE FALSE 0.481 0.241 -0.241
1034 Glrx5 ENSMUSP00000021522 0.0187034540880963 0.832 FALSE FALSE 0.295 0.148 -0.148
1035 Gls2 ENSMUSP00000047376 0.00157356783269599 0.661 FALSE FALSE -0.943 -0.472 0.472
1036 Glud1 ENSMUSP00000022322 0.00410925982477319 0.745 FALSE FALSE -0.311 -0.156 0.156
1037 Glud1.1 ENSMUSP00000130934 0.881640005986876 0.937 FALSE FALSE -0.023 -0.0115 0.0115
1038 Glul ENSMUSP00000123157 0.00862225030221907 0.793 FALSE FALSE 0.713 0.357 -0.357
1039 Glyat ENSMUSP00000043308 0.154043212574336 0.901 FALSE FALSE -0.292 -0.146 0.146
1040 Glyat.1 ENSMUSP00000114002 0.0852216090707879 0.885 FALSE FALSE -0.635 -0.317 0.317
1041 Glyctk ENSMUSP00000108162 0.732394849302441 0.933 FALSE FALSE -0.0333 -0.0166 0.0166
1042 Glyr1 ENSMUSP00000023189 0.0242288274982663 0.843 FALSE FALSE -0.603 -0.302 0.302
1043 Gm10031 ENSMUSP00000140515 0.502990820649824 0.926 FALSE FALSE 0.16 0.0801 -0.0801
1044 Gm10131 ENSMUSP00000147411 0.778774345905392 0.934 FALSE FALSE -0.0506 -0.0253 0.0253
1045 Gm11361 ENSMUSP00000152211 0.00666076740759089 0.777 FALSE FALSE -0.329 -0.164 0.164
1046 Gm11639 ENSMUSP00000148433 0.0288576001628303 0.85 FALSE FALSE -0.316 -0.158 0.158
1047 Gm2000 ENSMUSP00000099843 0.000557354381768676 0.54 FALSE FALSE -0.918 -0.459 0.459
1048 Gm20075 ENSMUSP00000152074 0.15585338786048 0.901 FALSE FALSE 0.147 0.0737 -0.0737
1049 Gm20388 ENSMUSP00000118564 0.577482934607897 0.928 FALSE FALSE -0.173 -0.0863 0.0863
1050 Gm20390 ENSMUSP00000132590 0.392964482549432 0.921 FALSE FALSE -0.0712 -0.0356 0.0356
1051 Gm20425 ENSMUSP00000127808 0.0237839547220451 0.842 FALSE FALSE 0.36 0.18 -0.18
1052 Gm20441 ENSMUSP00000134112 0.550953807496871 0.927 FALSE FALSE 0.191 0.0954 -0.0954
1053 Gm2a ENSMUSP00000000608 0.005823913373001 0.769 FALSE FALSE 0.594 0.297 -0.297
1054 Gm4737 ENSMUSP00000127198 0.0177975082857862 0.83 FALSE FALSE -0.361 -0.18 0.18
1055 Gm49325 ENSMUSP00000134357 0.682285281673208 0.932 FALSE FALSE 0.0625 0.0312 -0.0312
1056 Gm4952 ENSMUSP00000090607 9.22166941503069e-06 0.0638 FALSE FALSE -1.09 -0.543 0.543
1057 Gm49909 ENSMUSP00000156883 0.00796468389446987 0.788 FALSE FALSE 0.357 0.178 -0.178
1058 Gm5096 ENSMUSP00000135956 0.00253523044122672 0.706 FALSE FALSE 0.516 0.258 -0.258
1059 Gm7324 ENSMUSP00000154633 0.00152340523688776 0.658 FALSE FALSE -0.391 -0.196 0.196
1060 Gm9774 ENSMUSP00000141274 0.0406886976044537 0.862 FALSE FALSE 0.362 0.181 -0.181
1061 Gmfb ENSMUSP00000154491 0.293638013552661 0.915 FALSE FALSE 0.284 0.142 -0.142
1062 Gmppa ENSMUSP00000109214 0.0164810280613052 0.826 FALSE FALSE -0.375 -0.187 0.187
1063 Gmppb ENSMUSP00000107914 0.799271421438092 0.935 FALSE FALSE -0.176 -0.0882 0.0882
1064 Gmpr ENSMUSP00000000260 0.769551974100525 0.934 FALSE FALSE -0.0595 -0.0297 0.0297
1065 Gmps ENSMUSP00000029405 0.00983763036409772 0.8 FALSE FALSE -0.447 -0.224 0.224
1066 Gna11 ENSMUSP00000043190 0.900401189500833 0.937 FALSE FALSE -0.0238 -0.0119 0.0119
1067 Gnai2 ENSMUSP00000142326 0.558938939794786 0.928 FALSE FALSE 0.0844 0.0422 -0.0422
1068 Gne ENSMUSP00000133521 0.000672252073767613 0.565 FALSE FALSE -1 -0.501 0.501
1069 Gng5 ENSMUSP00000114014 0.171001709660121 0.903 FALSE FALSE -0.183 -0.0916 0.0916
1070 Gnmt ENSMUSP00000002846 0.0373666685415341 0.859 FALSE FALSE 0.509 0.255 -0.255
1071 Gnpda1 ENSMUSP00000069081 0.439628179797792 0.923 FALSE FALSE 0.836 0.418 -0.418
1072 Gnpnat1 ENSMUSP00000154084 0.649668506427472 0.931 FALSE FALSE 0.0426 0.0213 -0.0213
1073 Gns ENSMUSP00000043167 0.15701802978079 0.901 FALSE FALSE -0.373 -0.187 0.187
1074 Golga2 ENSMUSP00000080374 0.750199957595465 0.934 FALSE FALSE -0.141 -0.0707 0.0707
1075 Golga3 ENSMUSP00000108131 0.011777375581394 0.81 FALSE FALSE -1.48 -0.739 0.739
1076 Golga5 ENSMUSP00000137305 0.295350477848525 0.915 FALSE FALSE 1.04 0.522 -0.522
1077 Golgb1 ENSMUSP00000110460 0.0518207555772122 0.87 FALSE FALSE 0.78 0.39 -0.39
1078 Golim4 ENSMUSP00000114006 0.6213325488372 0.93 FALSE FALSE -0.085 -0.0425 0.0425
1079 Golph3 ENSMUSP00000057375 0.484485075864518 0.925 FALSE FALSE 0.139 0.0694 -0.0694
1080 Gorasp2 ENSMUSP00000107820 0.585561866415509 0.929 FALSE FALSE 0.0544 0.0272 -0.0272
1081 Gosr2 ENSMUSP00000102627 0.310459099899323 0.916 FALSE FALSE 0.247 0.124 -0.124
1082 Got1 ENSMUSP00000026196 0.0618476020686414 0.876 FALSE FALSE -0.308 -0.154 0.154
1083 Got2 ENSMUSP00000034097 0.258083970306028 0.912 FALSE FALSE -0.153 -0.0763 0.0763
1084 Gpat4 ENSMUSP00000127325 0.683758081188909 0.932 FALSE FALSE -0.113 -0.0567 0.0567
1085 Gpd1l ENSMUSP00000081913 0.151829269766344 0.9 FALSE FALSE 0.201 0.101 -0.101
1086 Gpd2 ENSMUSP00000130992 3.49948223743224e-05 0.159 FALSE FALSE 0.8 0.4 -0.4
1087 Gphn ENSMUSP00000054064 0.925586167453328 0.938 FALSE FALSE -0.0109 -0.00546 0.00546
1088 Gprin3 ENSMUSP00000051805 0.0819698930124238 0.884 FALSE FALSE 1.44 0.722 -0.722
1089 Gps1 ENSMUSP00000147152 0.686939482523667 0.932 FALSE FALSE -0.0455 -0.0228 0.0228
1090 Gpt ENSMUSP00000155686 0.009093213254728 0.796 FALSE FALSE 0.531 0.266 -0.266
1091 Gpx1 ENSMUSP00000141279 0.00110070568554456 0.623 FALSE FALSE -0.42 -0.21 0.21
1092 Gpx3 ENSMUSP00000119165 0.0357691003391107 0.858 FALSE FALSE -0.506 -0.253 0.253
1093 Gpx4 ENSMUSP00000138186 0.00255032876005991 0.706 FALSE FALSE 1.67 0.833 -0.833
1094 Grb2 ENSMUSP00000102104 0.56688836095447 0.928 FALSE FALSE 0.405 0.202 -0.202
1095 Grhpr ENSMUSP00000047218 0.340499393036965 0.918 FALSE FALSE -0.264 -0.132 0.132
1096 Grpel1 ENSMUSP00000031099 0.538478511273514 0.927 FALSE FALSE -0.0564 -0.0282 0.0282
1097 Gsk3b ENSMUSP00000023507 0.645641529681593 0.931 FALSE FALSE 0.385 0.193 -0.193
1098 Gsn ENSMUSP00000144561 0.0338801508389831 0.856 FALSE FALSE -0.372 -0.186 0.186
1099 Gspt1 ENSMUSP00000130583 0.0396124817907882 0.861 FALSE FALSE -0.512 -0.256 0.256
1100 Gsr ENSMUSP00000033992 0.289649892944616 0.915 FALSE FALSE 0.161 0.0807 -0.0807
1101 Gss ENSMUSP00000078630 0.302292666253564 0.915 FALSE FALSE 0.224 0.112 -0.112
1102 Gsta2 ENSMUSP00000034902 5.13926474430958e-05 0.197 FALSE FALSE 1.08 0.541 -0.541
1103 Gsta3 ENSMUSP00000113262 0.548974641401409 0.927 FALSE FALSE -0.0743 -0.0371 0.0371
1104 Gsta3.1 ENSMUSP00000140210 0.136053398972213 0.898 FALSE FALSE 0.383 0.192 -0.192
1105 Gsta4 ENSMUSP00000034903 0.685825408359033 0.932 FALSE FALSE 0.0576 0.0288 -0.0288
1106 Gstk1 ENSMUSP00000031897 8.82382778852202e-05 0.271 FALSE FALSE 0.76 0.38 -0.38
1107 Gstm1 ENSMUSP00000118874 0.000267886324166806 0.437 FALSE FALSE 0.68 0.34 -0.34
1108 Gstm4 ENSMUSP00000029489 0.000639953919884222 0.558 FALSE FALSE 1.26 0.63 -0.63
1109 Gstm5 ENSMUSP00000004134 0.0314260891838259 0.853 FALSE FALSE 0.673 0.336 -0.336
1110 Gstm7 ENSMUSP00000102299 0.0591514902797023 0.875 FALSE FALSE 0.244 0.122 -0.122
1111 Gsto1 ENSMUSP00000026050 0.00103593083372304 0.617 FALSE FALSE -0.656 -0.328 0.328
1112 Gstt1 ENSMUSP00000001713 2.84425308248091e-05 0.142 FALSE FALSE 1 0.501 -0.501
1113 Gstt2 ENSMUSP00000151701 0.0127078243482903 0.814 FALSE FALSE -0.411 -0.205 0.205
1114 Gstt3 ENSMUSP00000001715 0.0011514178449454 0.628 FALSE FALSE 1.57 0.785 -0.785
1115 Gstz1 ENSMUSP00000152707 0.315734927956202 0.916 FALSE FALSE 0.0991 0.0495 -0.0495
1116 Gtf2f1 ENSMUSP00000002733 0.372474256292892 0.92 FALSE FALSE -0.525 -0.263 0.263
1117 Gtf2i ENSMUSP00000134035 0.00877415509953151 0.794 FALSE FALSE 0.425 0.212 -0.212
1118 Guk1 ENSMUSP00000130214 0.0189468109646135 0.833 FALSE FALSE 0.481 0.24 -0.24
1119 Gulo ENSMUSP00000060912 0.00770825822020711 0.786 FALSE FALSE 0.636 0.318 -0.318
1120 Gusb ENSMUSP00000026613 0.439871764913473 0.923 FALSE FALSE -0.072 -0.036 0.036
1121 Gyg ENSMUSP00000136035 0.1833058810097 0.905 FALSE FALSE 1.03 0.514 -0.514
1122 Gys2 ENSMUSP00000032371 0.0113208612357907 0.808 FALSE FALSE 0.596 0.298 -0.298
1123 H13 ENSMUSP00000120068 0.414538381819609 0.922 FALSE FALSE -0.629 -0.315 0.315
1124 H1f0 ENSMUSP00000137309 1.68014516908953e-05 0.101 FALSE FALSE -1.51 -0.753 0.753
1125 H2-D1 ENSMUSP00000134570 0.632073153457251 0.93 FALSE FALSE -0.137 -0.0687 0.0687
1126 H2-K1 ENSMUSP00000157920 0.368026060584589 0.92 FALSE FALSE 0.136 0.0678 -0.0678
1127 H2-Ke6 ENSMUSP00000157935 0.107741370932854 0.892 FALSE FALSE -0.301 -0.151 0.151
1128 H2-Q10 ENSMUSP00000134163 0.0260500572575358 0.846 FALSE FALSE 0.974 0.487 -0.487
1129 H2afx ENSMUSP00000051432 0.38028195267829 0.92 FALSE FALSE -0.349 -0.174 0.174
1130 H2afy ENSMUSP00000016081 0.00110742253592053 0.624 FALSE FALSE -0.538 -0.269 0.269
1131 H2afz ENSMUSP00000036907 0.0043727552101079 0.749 FALSE FALSE -0.528 -0.264 0.264
1132 H3f3a ENSMUSP00000125104 0.0002735223838696 0.44 FALSE FALSE -1.05 -0.525 0.525
1133 H6pd ENSMUSP00000081134 0.0303637325164716 0.852 FALSE FALSE -0.221 -0.11 0.11
1134 Haao ENSMUSP00000000687 0.221577743470115 0.909 FALSE FALSE 0.124 0.0618 -0.0618
1135 Habp4 ENSMUSP00000021929 0.755892833026359 0.934 FALSE FALSE 0.179 0.0896 -0.0896
1136 Hacd2 ENSMUSP00000060462 0.42571233860745 0.922 FALSE FALSE 0.143 0.0715 -0.0715
1137 Hacd3 ENSMUSP00000044955 0.757281392488986 0.934 FALSE FALSE -0.0476 -0.0238 0.0238
1138 Hacl1 ENSMUSP00000120452 0.0024251265296743 0.702 FALSE FALSE 0.653 0.327 -0.327
1139 Hadh ENSMUSP00000029610 0.0101127676994402 0.802 FALSE FALSE 0.26 0.13 -0.13
1140 Hadha ENSMUSP00000120976 0.918221450503104 0.938 FALSE FALSE -0.00864 -0.00432 0.00432
1141 Hadhb ENSMUSP00000110434 0.468775545783773 0.924 FALSE FALSE -0.0699 -0.035 0.035
1142 Hagh ENSMUSP00000024974 5.90724651715832e-05 0.215 FALSE FALSE -0.558 -0.279 0.279
1143 Hal ENSMUSP00000123336 0.0534217920572933 0.871 FALSE FALSE -0.389 -0.194 0.194
1144 Hao1 ENSMUSP00000028704 0.964698446516218 0.939 FALSE FALSE -0.00667 -0.00334 0.00334
1145 Hars ENSMUSP00000001416 0.206835891585593 0.907 FALSE FALSE -0.259 -0.129 0.129
1146 Hars2 ENSMUSP00000019287 0.0244858444095254 0.843 FALSE FALSE -1.42 -0.71 0.71
1147 Hba-a1 ENSMUSP00000090897 0.0177653464806668 0.83 FALSE FALSE -0.422 -0.211 0.211
1148 Hbb-bt ENSMUSP00000095794 0.110178746371228 0.892 FALSE FALSE -0.262 -0.131 0.131
1149 Hbb-y ENSMUSP00000033229 0.997475583434553 0.939 FALSE FALSE 0.00196 0.000982 -0.000982
1150 Hc ENSMUSP00000028233 0.272792940275476 0.913 FALSE FALSE -0.423 -0.212 0.212
1151 Hdac2 ENSMUSP00000019911 0.00171529811732103 0.67 FALSE FALSE -2.64 -1.32 1.32
1152 Hdgf ENSMUSP00000005017 0.0133934712872829 0.816 FALSE FALSE -0.388 -0.194 0.194
1153 Hdhd2 ENSMUSP00000123320 0.0519398170026806 0.871 FALSE FALSE -0.435 -0.217 0.217
1154 Hdhd3 ENSMUSP00000036337 1.17328078656555e-05 0.0777 FALSE FALSE -1.07 -0.537 0.537
1155 Hdlbp ENSMUSP00000127903 0.433388290540583 0.923 FALSE FALSE -0.594 -0.297 0.297
1156 Hebp1 ENSMUSP00000042232 0.0635614299987537 0.877 FALSE FALSE 0.195 0.0974 -0.0974
1157 Hexb ENSMUSP00000022169 0.026223262858915 0.846 FALSE FALSE -1.58 -0.789 0.789
1158 Hgd ENSMUSP00000125492 0.125249434489851 0.895 FALSE FALSE 0.391 0.196 -0.196
1159 Hgs ENSMUSP00000101811 0.179238701311889 0.904 FALSE FALSE -0.218 -0.109 0.109
1160 Hhatl ENSMUSP00000131971 0.0225830407535391 0.84 FALSE FALSE 1.05 0.527 -0.527
1161 Hibadh ENSMUSP00000031788 0.00938793741008884 0.798 FALSE FALSE -0.401 -0.2 0.2
1162 Hibch ENSMUSP00000045606 0.0773685968843033 0.883 FALSE FALSE -0.205 -0.102 0.102
1163 Higd1a ENSMUSP00000149331 0.000149336311989461 0.349 FALSE FALSE 1.07 0.537 -0.537
1164 Hint1 ENSMUSP00000020504 0.57922804383446 0.928 FALSE FALSE -0.0555 -0.0278 0.0278
1165 Hint2 ENSMUSP00000030192 0.000327002260582529 0.466 FALSE FALSE -1.14 -0.568 0.568
1166 Hist1h1a ENSMUSP00000062030 0.304364863295182 0.916 FALSE FALSE -0.207 -0.104 0.104
1167 Hist1h1b ENSMUSP00000079356 0.61894116942199 0.93 FALSE FALSE 0.0938 0.0469 -0.0469
1168 Hist1h1c ENSMUSP00000045816 0.00119788856438097 0.633 FALSE FALSE -0.498 -0.249 0.249
1169 Hist1h1d ENSMUSP00000044395 0.0259788951555977 0.846 FALSE FALSE -0.803 -0.402 0.402
1170 Hist1h1e ENSMUSP00000057308 0.000102014497896256 0.292 FALSE FALSE -0.846 -0.423 0.423
1171 Hist1h2bm ENSMUSP00000153457 0.0105734836528539 0.804 FALSE FALSE -0.344 -0.172 0.172
1172 Hist1h2br ENSMUSP00000106102 0.000637410126556234 0.558 FALSE FALSE -2.73 -1.36 1.36
1173 Hist2h2aa2 ENSMUSP00000100581 0.530257210319824 0.927 FALSE FALSE -1.82 -0.911 0.911
1174 Hist2h3c2 ENSMUSP00000135215 0.973596713587249 0.939 FALSE FALSE 0.0157 0.00784 -0.00784
1175 Hist4h4 ENSMUSP00000136357 3.18508270345231e-05 0.151 FALSE FALSE -0.951 -0.475 0.475
1176 Hk2 ENSMUSP00000125986 0.000205815845833129 0.398 FALSE FALSE -2.04 -1.02 1.02
1177 Hmbs ENSMUSP00000095166 0.180092358524452 0.904 FALSE FALSE 0.158 0.0792 -0.0792
1178 Hmga1 ENSMUSP00000155874 0.893635794350602 0.937 FALSE FALSE 0.0277 0.0139 -0.0139
1179 Hmgb1 ENSMUSP00000144412 0.00651648064921558 0.776 FALSE FALSE -0.363 -0.181 0.181
1180 Hmgb2 ENSMUSP00000065940 0.0418971268525017 0.863 FALSE FALSE 0.339 0.17 -0.17
1181 Hmgb3 ENSMUSP00000116937 0.012812415075961 0.814 FALSE FALSE -0.558 -0.279 0.279
1182 Hmgcl ENSMUSP00000030432 0.000679011263774554 0.566 FALSE FALSE 0.571 0.285 -0.285
1183 Hmgcs2 ENSMUSP00000113296 0.00954072611387966 0.799 FALSE FALSE 0.33 0.165 -0.165
1184 Hmgn1 ENSMUSP00000156496 0.13631816562724 0.898 FALSE FALSE -0.203 -0.101 0.101
1185 Hmgn2 ENSMUSP00000099613 0.822116905955779 0.935 FALSE FALSE 0.0722 0.0361 -0.0361
1186 Hmgn5 ENSMUSP00000033597 0.025026465961897 0.844 FALSE FALSE -0.464 -0.232 0.232
1187 Hmox2 ENSMUSP00000113110 0.00138049221223446 0.648 FALSE FALSE -0.424 -0.212 0.212
1188 Hnf1a ENSMUSP00000135539 0.330961534559058 0.917 FALSE FALSE -0.42 -0.21 0.21
1189 Hnf4a ENSMUSP00000105038 0.216361634673804 0.908 FALSE FALSE -0.689 -0.344 0.344
1190 Hnrnpa0 ENSMUSP00000007980 0.739082573264529 0.933 FALSE FALSE -0.105 -0.0527 0.0527
1191 Hnrnpa1 ENSMUSP00000155833 0.0200737834447881 0.835 FALSE FALSE -0.321 -0.161 0.161
1192 Hnrnpa2b1 ENSMUSP00000145028 6.80482375967748e-05 0.234 FALSE FALSE -0.518 -0.259 0.259
1193 Hnrnpa3 ENSMUSP00000107592 0.00165965257999595 0.667 FALSE FALSE -0.399 -0.199 0.199
1194 Hnrnpab ENSMUSP00000074238 0.337905046234193 0.918 FALSE FALSE -0.125 -0.0627 0.0627
1195 Hnrnpc ENSMUSP00000154757 7.92118281290537e-05 0.255 FALSE FALSE -0.704 -0.352 0.352
1196 Hnrnpd ENSMUSP00000131262 0.00552349173729218 0.765 FALSE FALSE -0.645 -0.322 0.322
1197 Hnrnpdl ENSMUSP00000118555 0.0899934890637999 0.887 FALSE FALSE -0.355 -0.178 0.178
1198 Hnrnpf ENSMUSP00000136436 0.000123978560778764 0.321 FALSE FALSE -0.785 -0.392 0.392
1199 Hnrnph2 ENSMUSP00000108829 0.000991389908208631 0.612 FALSE FALSE -0.545 -0.272 0.272
1200 Hnrnpk ENSMUSP00000039269 0.0306998308537389 0.852 FALSE FALSE -0.283 -0.141 0.141
1201 Hnrnpl ENSMUSP00000133728 0.000128087456797716 0.326 FALSE FALSE -0.853 -0.427 0.427
